D:DiseaseID:12603,G:HGNC:4204
D:DiseaseID:3146,G:HGNC:17616
D:DiseaseID:7901,G:HGNC:4065
D:DiseaseID:2025,G:HGNC:11344
D:DiseaseID:726,G:HGNC:15925
D:DiseaseID:1736,G:HGNC:15925
D:DiseaseID:3322,G:HGNC:11843
D:DiseaseID:3799,G:HGNC:15761
D:DiseaseID:3001,G:HGNC:13818
D:DiseaseID:3924,G:HGNC:2077
D:DiseaseID:3923,G:HGNC:2077
D:DiseaseID:7009,G:HGNC:10994
D:DiseaseID:2496,G:HGNC:10994
D:DiseaseID:765,G:HGNC:10994
D:DiseaseID:3774,G:HGNC:16513
D:DiseaseID:2754,G:HGNC:9016
D:DiseaseID:781,G:HGNC:8063
D:DiseaseID:2161,G:HGNC:3260
D:DiseaseID:2161,G:HGNC:3257
D:DiseaseID:1895,G:HGNC:15844
D:DiseaseID:7041,G:HGNC:14234
D:DiseaseID:9979,G:HGNC:14234
D:DiseaseID:4252,G:HGNC:4439
D:DiseaseID:4249,G:HGNC:4439
D:DiseaseID:7528,G:HGNC:4439
D:DiseaseID:4152,G:HGNC:23828
D:DiseaseID:1568,G:HGNC:13780
D:DiseaseID:3559,G:HGNC:17321
D:DiseaseID:4230,G:HGNC:4415
D:DiseaseID:1846,G:HGNC:11102
D:DiseaseID:722,G:HGNC:12269
D:DiseaseID:1735,G:HGNC:12269
D:DiseaseID:4433,G:HGNC:16262
D:DiseaseID:7065,G:HGNC:14341
D:DiseaseID:7066,G:HGNC:14341
D:DiseaseID:3378,G:HGNC:15968
D:DiseaseID:3412,G:HGNC:15968
D:DiseaseID:4142,G:HGNC:8617
D:DiseaseID:4141,G:HGNC:8617
D:DiseaseID:3846,G:HGNC:17997
D:DiseaseID:3510,G:HGNC:17997
D:DiseaseID:4425,G:HGNC:17997
D:DiseaseID:3396,G:HGNC:21335
D:DiseaseID:3263,G:HGNC:3344
D:DiseaseID:10104,G:HGNC:8142
D:DiseaseID:3215,G:HGNC:8142
D:DiseaseID:3350,G:HGNC:6741
D:DiseaseID:2130,G:HGNC:29643
D:DiseaseID:8762,G:HGNC:17382
D:DiseaseID:2134,G:HGNC:4218
D:DiseaseID:1624,G:HGNC:10866
D:DiseaseID:2955,G:HGNC:10866
D:DiseaseID:1537,G:HGNC:17944
D:DiseaseID:2058,G:HGNC:12877
D:DiseaseID:2211,G:HGNC:14378
D:DiseaseID:2213,G:HGNC:14377
D:DiseaseID:4225,G:HGNC:15598
D:DiseaseID:2184,G:HGNC:4177
D:DiseaseID:4150,G:HGNC:4177
D:DiseaseID:4151,G:HGNC:4177
D:DiseaseID:4153,G:HGNC:4177
D:DiseaseID:3049,G:HGNC:9811
D:DiseaseID:2161,G:HGNC:3258
D:DiseaseID:5757,G:HGNC:1742
D:DiseaseID:2196,G:HGNC:14348
D:DiseaseID:3682,G:HGNC:16035
D:DiseaseID:3985,G:HGNC:11231
D:DiseaseID:2352,G:HGNC:11231
D:DiseaseID:2879,G:HGNC:1232
D:DiseaseID:3619,G:HGNC:15446
D:DiseaseID:3157,G:HGNC:13831
D:DiseaseID:3132,G:HGNC:16400
D:DiseaseID:1058,G:HGNC:16400
D:DiseaseID:3099,G:HGNC:16400
D:DiseaseID:2812,G:HGNC:16400
D:DiseaseID:3356,G:HGNC:16512
D:DiseaseID:4035,G:HGNC:12605
D:DiseaseID:2369,G:HGNC:17116
D:DiseaseID:2813,G:HGNC:18957
D:DiseaseID:1411,G:HGNC:443
D:DiseaseID:3705,G:HGNC:13281
D:DiseaseID:897,G:HGNC:15984
D:DiseaseID:3060,G:HGNC:9580
D:DiseaseID:2971,G:HGNC:13760
D:DiseaseID:2161,G:HGNC:3259
D:DiseaseID:9850,G:HGNC:2889
D:DiseaseID:5753,G:HGNC:17755
D:DiseaseID:683,G:HGNC:13829
D:DiseaseID:7421,G:HGNC:14558
D:DiseaseID:556,G:HGNC:17098
D:DiseaseID:9344,G:HGNC:17098
D:DiseaseID:2895,G:HGNC:14294
D:DiseaseID:1787,G:HGNC:14294
D:DiseaseID:2133,G:HGNC:18121
D:DiseaseID:2638,G:HGNC:15999
D:DiseaseID:3844,G:HGNC:15999
D:DiseaseID:3452,G:HGNC:12762
D:DiseaseID:3795,G:HGNC:12762
D:DiseaseID:4329,G:HGNC:15832
D:DiseaseID:3964,G:HGNC:15832
D:DiseaseID:4388,G:HGNC:15832
D:DiseaseID:793,G:HGNC:16266
D:DiseaseID:3335,G:HGNC:967
D:DiseaseID:3612,G:HGNC:967
D:DiseaseID:748,G:HGNC:13444
D:DiseaseID:1477,G:HGNC:14263
D:DiseaseID:2155,G:HGNC:18746
D:DiseaseID:1894,G:HGNC:15597
D:DiseaseID:2810,G:HGNC:13941
D:DiseaseID:2679,G:HGNC:8967
D:DiseaseID:2667,G:HGNC:1160
D:DiseaseID:3048,G:HGNC:2468
D:DiseaseID:664,G:HGNC:13556
D:DiseaseID:725,G:HGNC:18518
D:DiseaseID:3365,G:HGNC:16636
D:DiseaseID:8551,G:HGNC:9279
D:DiseaseID:3082,G:HGNC:17642
D:DiseaseID:2262,G:HGNC:9302
D:DiseaseID:7013,G:HGNC:16808
D:DiseaseID:911,G:HGNC:1908
D:DiseaseID:2201,G:HGNC:30764
D:DiseaseID:816,G:HGNC:5331
D:DiseaseID:4086,G:HGNC:5331
D:DiseaseID:2794,G:HGNC:19321
D:DiseaseID:1510,G:HGNC:16075
D:DiseaseID:2825,G:HGNC:3046
D:DiseaseID:1950,G:HGNC:16068
D:DiseaseID:2623,G:HGNC:11386
D:DiseaseID:1702,G:HGNC:11386
D:DiseaseID:2857,G:HGNC:17082
D:DiseaseID:3634,G:HGNC:15710
D:DiseaseID:2631,G:HGNC:15710
D:DiseaseID:761,G:HGNC:3147
D:DiseaseID:7156,G:HGNC:20473
D:DiseaseID:2451,G:HGNC:20197
D:DiseaseID:1597,G:HGNC:17582
D:DiseaseID:1210,G:HGNC:13533
D:DiseaseID:4423,G:HGNC:13530
D:DiseaseID:1647,G:HGNC:4868
D:DiseaseID:9329,G:HGNC:8066
D:DiseaseID:1572,G:HGNC:14508
D:DiseaseID:3040,G:HGNC:14508
D:DiseaseID:1843,G:HGNC:14881
D:DiseaseID:6373,G:HGNC:14604
D:DiseaseID:2377,G:HGNC:11737
D:DiseaseID:3728,G:HGNC:18141
D:DiseaseID:4319,G:HGNC:18141
D:DiseaseID:3170,G:HGNC:18640
D:DiseaseID:2558,G:HGNC:13771
D:DiseaseID:2052,G:HGNC:13771
D:DiseaseID:2634,G:HGNC:26576
D:DiseaseID:614,G:HGNC:13797
D:DiseaseID:3404,G:HGNC:13797
D:DiseaseID:2353,G:HGNC:11278
D:DiseaseID:2348,G:HGNC:11277
D:DiseaseID:1269,G:HGNC:496
D:DiseaseID:3006,G:HGNC:11142
D:DiseaseID:4378,G:HGNC:12649
D:DiseaseID:895,G:HGNC:12649
D:DiseaseID:2672,G:HGNC:13601
D:DiseaseID:1721,G:HGNC:13586
D:DiseaseID:2040,G:HGNC:8818
D:DiseaseID:3709,G:HGNC:8818
D:DiseaseID:2454,G:HGNC:11021
D:DiseaseID:2484,G:HGNC:1985
D:DiseaseID:2998,G:HGNC:9154
D:DiseaseID:3698,G:HGNC:2035
D:DiseaseID:3533,G:HGNC:1330
D:DiseaseID:7059,G:HGNC:1092
D:DiseaseID:9858,G:HGNC:1092
D:DiseaseID:10146,G:HGNC:10771
D:DiseaseID:4422,G:HGNC:15629
D:DiseaseID:4244,G:HGNC:9879
D:DiseaseID:9850,G:HGNC:18601
D:DiseaseID:3716,G:HGNC:24579
D:DiseaseID:4030,G:HGNC:24579
D:DiseaseID:10446,G:HGNC:358
D:DiseaseID:4250,G:HGNC:14388
D:DiseaseID:3220,G:HGNC:791
D:DiseaseID:3056,G:HGNC:24576
D:DiseaseID:5204,G:HGNC:13243
D:DiseaseID:699,G:HGNC:13243
D:DiseaseID:2644,G:HGNC:13345
D:DiseaseID:4025,G:HGNC:13733
D:DiseaseID:3678,G:HGNC:13733
D:DiseaseID:4026,G:HGNC:14674
D:DiseaseID:3692,G:HGNC:14674
D:DiseaseID:1191,G:HGNC:14415
D:DiseaseID:1020,G:HGNC:14415
D:DiseaseID:3015,G:HGNC:15561
D:DiseaseID:3548,G:HGNC:2379
D:DiseaseID:2837,G:HGNC:14313
D:DiseaseID:2476,G:HGNC:19048
D:DiseaseID:7422,G:HGNC:5985
D:DiseaseID:3089,G:HGNC:13887
D:DiseaseID:3089,G:HGNC:13886
D:DiseaseID:1616,G:HGNC:47
D:DiseaseID:5751,G:HGNC:16984
D:DiseaseID:828,G:HGNC:18083
D:DiseaseID:4399,G:HGNC:18083
D:DiseaseID:3393,G:HGNC:18083
D:DiseaseID:2790,G:HGNC:4286
D:DiseaseID:1566,G:HGNC:450
D:DiseaseID:1180,G:HGNC:6239
D:DiseaseID:3437,G:HGNC:6239
D:DiseaseID:5759,G:HGNC:6005
D:DiseaseID:1157,G:HGNC:3680
D:DiseaseID:4256,G:HGNC:3680
D:DiseaseID:3138,G:HGNC:4137
D:DiseaseID:698,G:HGNC:13666
D:DiseaseID:5484,G:HGNC:2933
D:DiseaseID:512,G:HGNC:15853
D:DiseaseID:519,G:HGNC:17073
D:DiseaseID:1583,G:HGNC:14198
D:DiseaseID:5070,G:HGNC:4092
D:DiseaseID:2824,G:HGNC:12852
D:DiseaseID:12587,G:HGNC:18129
D:DiseaseID:7015,G:HGNC:9905
D:DiseaseID:10105,G:HGNC:8140
D:DiseaseID:2865,G:HGNC:12362
D:DiseaseID:6074,G:HGNC:10818
D:DiseaseID:3169,G:HGNC:14203
D:DiseaseID:3534,G:HGNC:14202
D:DiseaseID:3397,G:HGNC:7679
D:DiseaseID:2054,G:HGNC:13203
D:DiseaseID:7570,G:HGNC:17091
D:DiseaseID:3031,G:HGNC:13356
D:DiseaseID:4024,G:HGNC:12597
D:DiseaseID:2351,G:HGNC:14540
D:DiseaseID:3796,G:HGNC:21528
D:DiseaseID:6633,G:HGNC:16882
D:DiseaseID:2027,G:HGNC:3098
D:DiseaseID:620,G:HGNC:18292
D:DiseaseID:3830,G:HGNC:4166
D:DiseaseID:5404,G:HGNC:15492
D:DiseaseID:2559,G:HGNC:15492
D:DiseaseID:2590,G:HGNC:12799
D:DiseaseID:2993,G:HGNC:12799
D:DiseaseID:2077,G:HGNC:11247
D:DiseaseID:6023,G:HGNC:4217
D:DiseaseID:12185,G:HGNC:17366
D:DiseaseID:3730,G:HGNC:3169
D:DiseaseID:9510,G:HGNC:29605
D:DiseaseID:3177,G:HGNC:17761
D:DiseaseID:3219,G:HGNC:2153
D:DiseaseID:1418,G:HGNC:11571
D:DiseaseID:491,G:HGNC:7523
D:DiseaseID:1827,G:HGNC:12851
D:DiseaseID:1634,G:HGNC:2372
D:DiseaseID:2967,G:HGNC:2309
D:DiseaseID:2641,G:HGNC:11397
D:DiseaseID:834,G:HGNC:2584
D:DiseaseID:4117,G:HGNC:11429
D:DiseaseID:538,G:HGNC:15464
D:DiseaseID:1231,G:HGNC:2252
D:DiseaseID:2612,G:HGNC:11075
D:DiseaseID:1090,G:HGNC:11276
D:DiseaseID:2588,G:HGNC:11276
D:DiseaseID:1551,G:HGNC:8773
D:DiseaseID:3724,G:HGNC:9359
D:DiseaseID:1696,G:HGNC:11582
D:DiseaseID:2951,G:HGNC:7527
D:DiseaseID:1543,G:HGNC:13406
D:DiseaseID:1649,G:HGNC:11536
D:DiseaseID:5750,G:HGNC:18153
D:DiseaseID:2074,G:HGNC:2843
D:DiseaseID:4440,G:HGNC:7108
D:DiseaseID:3339,G:HGNC:7108
D:DiseaseID:2075,G:HGNC:13806
D:DiseaseID:3073,G:HGNC:10914
D:DiseaseID:3399,G:HGNC:6685
D:DiseaseID:3145,G:HGNC:5201
D:DiseaseID:3280,G:HGNC:11584
D:DiseaseID:6035,G:HGNC:3497
D:DiseaseID:4256,G:HGNC:6344
D:DiseaseID:3163,G:HGNC:3762
D:DiseaseID:3800,G:HGNC:17513
D:DiseaseID:871,G:HGNC:21396
D:DiseaseID:4254,G:HGNC:491
D:DiseaseID:2920,G:HGNC:13394
D:DiseaseID:2372,G:HGNC:18130
D:DiseaseID:4262,G:HGNC:388
D:DiseaseID:1570,G:HGNC:12367
D:DiseaseID:4223,G:HGNC:11762
D:DiseaseID:2527,G:HGNC:17296
D:DiseaseID:2335,G:HGNC:6717
D:DiseaseID:3578,G:HGNC:7027
D:DiseaseID:2260,G:HGNC:2205
D:DiseaseID:4221,G:HGNC:10909
D:DiseaseID:4321,G:HGNC:166
D:DiseaseID:2329,G:HGNC:3219
D:DiseaseID:12587,G:HGNC:7961
D:DiseaseID:3271,G:HGNC:7167
D:DiseaseID:4393,G:HGNC:5248
D:DiseaseID:2044,G:HGNC:6572
D:DiseaseID:2696,G:HGNC:11596
D:DiseaseID:2748,G:HGNC:11595
D:DiseaseID:10070,G:HGNC:12791
D:DiseaseID:7867,G:HGNC:1058
D:DiseaseID:3198,G:HGNC:6325
D:DiseaseID:4135,G:HGNC:11647
D:DiseaseID:3303,G:HGNC:7744
D:DiseaseID:3298,G:HGNC:7744
D:DiseaseID:1187,G:HGNC:315
D:DiseaseID:1153,G:HGNC:315
D:DiseaseID:2326,G:HGNC:3602
D:DiseaseID:2331,G:HGNC:3602
D:DiseaseID:604,G:HGNC:4042
D:DiseaseID:3501,G:HGNC:1152
D:DiseaseID:2976,G:HGNC:1362
D:DiseaseID:3195,G:HGNC:13830
D:DiseaseID:4315,G:HGNC:16762
D:DiseaseID:1953,G:HGNC:3092
D:DiseaseID:1064,G:HGNC:17095
D:DiseaseID:7770,G:HGNC:14211
D:DiseaseID:2776,G:HGNC:12306
D:DiseaseID:2584,G:HGNC:12305
D:DiseaseID:1155,G:HGNC:10519
D:DiseaseID:4261,G:HGNC:451
D:DiseaseID:1944,G:HGNC:451
D:DiseaseID:3492,G:HGNC:11610
D:DiseaseID:3539,G:HGNC:11610
D:DiseaseID:3685,G:HGNC:8516
D:DiseaseID:3610,G:HGNC:7974
D:DiseaseID:2592,G:HGNC:4593
D:DiseaseID:2828,G:HGNC:4593
D:DiseaseID:3695,G:HGNC:4066
D:DiseaseID:7012,G:HGNC:4288
D:DiseaseID:3686,G:HGNC:4288
D:DiseaseID:3776,G:HGNC:4288
D:DiseaseID:3687,G:HGNC:4288
D:DiseaseID:1594,G:HGNC:4454
D:DiseaseID:3543,G:HGNC:359
D:DiseaseID:9536,G:HGNC:12340
D:DiseaseID:7039,G:HGNC:12340
D:DiseaseID:2917,G:HGNC:12340
D:DiseaseID:2345,G:HGNC:10583
D:DiseaseID:482,G:HGNC:13211
D:DiseaseID:4242,G:HGNC:4238
D:DiseaseID:7156,G:HGNC:16627
D:DiseaseID:3805,G:HGNC:2954
D:DiseaseID:3587,G:HGNC:9454
D:DiseaseID:2780,G:HGNC:11354
D:DiseaseID:1098,G:HGNC:6823
D:DiseaseID:1172,G:HGNC:9305
D:DiseaseID:8559,G:HGNC:10933
D:DiseaseID:2222,G:HGNC:11824
D:DiseaseID:2214,G:HGNC:11824
D:DiseaseID:7335,G:HGNC:4661
D:DiseaseID:7014,G:HGNC:4118
D:DiseaseID:2223,G:HGNC:2475
D:DiseaseID:1900,G:HGNC:8549
D:DiseaseID:4304,G:HGNC:24035
D:DiseaseID:2190,G:HGNC:11503
D:DiseaseID:3005,G:HGNC:11503
D:DiseaseID:8049,G:HGNC:4570
D:DiseaseID:3986,G:HGNC:11233
D:DiseaseID:2898,G:HGNC:10604
D:DiseaseID:5553,G:HGNC:10604
D:DiseaseID:3085,G:HGNC:6696
D:DiseaseID:2053,G:HGNC:6696
D:DiseaseID:3882,G:HGNC:6696
D:DiseaseID:2829,G:HGNC:3596
D:DiseaseID:1478,G:HGNC:3233
D:DiseaseID:2801,G:HGNC:589
D:DiseaseID:2870,G:HGNC:2364
D:DiseaseID:5701,G:HGNC:11020
D:DiseaseID:2220,G:HGNC:8609
D:DiseaseID:3569,G:HGNC:2343
D:DiseaseID:1684,G:HGNC:11133
D:DiseaseID:6384,G:HGNC:10301
D:DiseaseID:6389,G:HGNC:10306
D:DiseaseID:2247,G:HGNC:13723
D:DiseaseID:3144,G:HGNC:4510
D:DiseaseID:2004,G:HGNC:11051
D:DiseaseID:3104,G:HGNC:10808
D:DiseaseID:12173,G:HGNC:11067
D:DiseaseID:3177,G:HGNC:12449
D:DiseaseID:4398,G:HGNC:5228
D:DiseaseID:4934,G:HGNC:1366
D:DiseaseID:2800,G:HGNC:11459
D:DiseaseID:2209,G:HGNC:9891
D:DiseaseID:9979,G:HGNC:6295
D:DiseaseID:2627,G:HGNC:12399
D:DiseaseID:2630,G:HGNC:12399
D:DiseaseID:7065,G:HGNC:2895
D:DiseaseID:7066,G:HGNC:2895
D:DiseaseID:4273,G:HGNC:6764
D:DiseaseID:7053,G:HGNC:6144
D:DiseaseID:4698,G:HGNC:7323
D:DiseaseID:3570,G:HGNC:7745
D:DiseaseID:3130,G:HGNC:3255
D:DiseaseID:11945,G:HGNC:4431
D:DiseaseID:3860,G:HGNC:379
D:DiseaseID:6920,G:HGNC:10591
D:DiseaseID:6922,G:HGNC:10591
D:DiseaseID:3890,G:HGNC:10591
D:DiseaseID:3150,G:HGNC:10723
D:DiseaseID:2172,G:HGNC:2037
D:DiseaseID:3081,G:HGNC:4861
D:DiseaseID:2161,G:HGNC:3261
D:DiseaseID:667,G:HGNC:4699
D:DiseaseID:3182,G:HGNC:10938
D:DiseaseID:3601,G:HGNC:10263
D:DiseaseID:4359,G:HGNC:15465
D:DiseaseID:2665,G:HGNC:11448
D:DiseaseID:2738,G:HGNC:30858
D:DiseaseID:2633,G:HGNC:939
D:DiseaseID:3659,G:HGNC:939
D:DiseaseID:2129,G:HGNC:9766
D:DiseaseID:862,G:HGNC:10985
D:DiseaseID:12183,G:HGNC:10983
D:DiseaseID:12184,G:HGNC:10983
D:DiseaseID:2028,G:HGNC:9143
D:DiseaseID:10109,G:HGNC:2973
D:DiseaseID:1889,G:HGNC:7713
D:DiseaseID:1889,G:HGNC:7710
D:DiseaseID:8556,G:HGNC:7710
D:DiseaseID:1889,G:HGNC:7698
D:DiseaseID:1889,G:HGNC:7684
D:DiseaseID:8556,G:HGNC:7684
D:DiseaseID:8556,G:HGNC:7693
D:DiseaseID:2421,G:HGNC:7967
D:DiseaseID:8558,G:HGNC:23657
D:DiseaseID:8402,G:HGNC:23657
D:DiseaseID:4447,G:HGNC:2375
D:DiseaseID:1014,G:HGNC:1971
D:DiseaseID:3856,G:HGNC:6242
D:DiseaseID:3362,G:HGNC:16841
D:DiseaseID:5023,G:HGNC:7208
D:DiseaseID:788,G:HGNC:9949
D:DiseaseID:7879,G:HGNC:9949
D:DiseaseID:3268,G:HGNC:6365
D:DiseaseID:2015,G:HGNC:430
D:DiseaseID:2807,G:HGNC:10817
D:DiseaseID:3152,G:HGNC:3673
D:DiseaseID:5419,G:HGNC:5959
D:DiseaseID:4066,G:HGNC:10889
D:DiseaseID:4004,G:HGNC:2652
D:DiseaseID:4263,G:HGNC:2652
D:DiseaseID:2975,G:HGNC:201
D:DiseaseID:4356,G:HGNC:7193
D:DiseaseID:4357,G:HGNC:7190
D:DiseaseID:6388,G:HGNC:10327
D:DiseaseID:6387,G:HGNC:10414
D:DiseaseID:6917,G:HGNC:16700
D:DiseaseID:3988,G:HGNC:95
D:DiseaseID:3746,G:HGNC:8515
D:DiseaseID:1169,G:HGNC:10561
D:DiseaseID:7714,G:HGNC:9586
D:DiseaseID:1111,G:HGNC:9586
D:DiseaseID:2890,G:HGNC:10982
D:DiseaseID:2764,G:HGNC:11431
D:DiseaseID:6385,G:HGNC:10440
D:DiseaseID:4322,G:HGNC:12338
D:DiseaseID:3338,G:HGNC:970
D:DiseaseID:2652,G:HGNC:1020
D:DiseaseID:8556,G:HGNC:1020
D:DiseaseID:815,G:HGNC:1020
D:DiseaseID:8642,G:HGNC:2263
D:DiseaseID:8556,G:HGNC:2263
D:DiseaseID:2899,G:HGNC:2263
D:DiseaseID:8642,G:HGNC:10603
D:DiseaseID:3903,G:HGNC:10313
D:DiseaseID:6383,G:HGNC:10360
D:DiseaseID:6390,G:HGNC:10419
D:DiseaseID:6386,G:HGNC:10383
D:DiseaseID:3410,G:HGNC:12840
D:DiseaseID:4062,G:HGNC:10975
D:DiseaseID:2086,G:HGNC:10648
D:DiseaseID:3929,G:HGNC:9039
D:DiseaseID:3930,G:HGNC:9039
D:DiseaseID:2191,G:HGNC:9039
D:DiseaseID:1790,G:HGNC:11065
D:DiseaseID:3848,G:HGNC:6511
D:DiseaseID:4426,G:HGNC:6511
D:DiseaseID:3405,G:HGNC:10542
D:DiseaseID:3402,G:HGNC:7450
D:DiseaseID:3921,G:HGNC:2531
D:DiseaseID:3769,G:HGNC:6298
D:DiseaseID:1841,G:HGNC:559
D:DiseaseID:7261,G:HGNC:989
D:DiseaseID:9964,G:HGNC:989
D:DiseaseID:8377,G:HGNC:6698
D:DiseaseID:2143,G:HGNC:6697
D:DiseaseID:606,G:HGNC:6697
D:DiseaseID:4130,G:HGNC:6697
D:DiseaseID:2565,G:HGNC:6697
D:DiseaseID:3702,G:HGNC:1718
D:DiseaseID:9841,G:HGNC:11908
D:DiseaseID:4139,G:HGNC:11908
D:DiseaseID:2379,G:HGNC:11391
D:DiseaseID:6378,G:HGNC:10402
D:DiseaseID:12182,G:HGNC:758
D:DiseaseID:3059,G:HGNC:1739
D:DiseaseID:1645,G:HGNC:2340
D:DiseaseID:1194,G:HGNC:2661
D:DiseaseID:3224,G:HGNC:8847
D:DiseaseID:3222,G:HGNC:8846
D:DiseaseID:3118,G:HGNC:9438
D:DiseaseID:12153,G:HGNC:10597
D:DiseaseID:2963,G:HGNC:10597
D:DiseaseID:1387,G:HGNC:10597
D:DiseaseID:2622,G:HGNC:4044
D:DiseaseID:1893,G:HGNC:566
D:DiseaseID:3074,G:HGNC:12771
D:DiseaseID:3818,G:HGNC:11212
D:DiseaseID:9331,G:HGNC:8794
D:DiseaseID:2231,G:HGNC:11497
D:DiseaseID:763,G:HGNC:3755
D:DiseaseID:764,G:HGNC:3755
D:DiseaseID:7052,G:HGNC:3755
D:DiseaseID:3181,G:HGNC:3755
D:DiseaseID:6878,G:HGNC:10969
D:DiseaseID:2322,G:HGNC:12373
D:DiseaseID:11416,G:HGNC:12373
D:DiseaseID:1908,G:HGNC:4315
D:DiseaseID:2480,G:HGNC:1777
D:DiseaseID:3024,G:HGNC:8857
D:DiseaseID:3798,G:HGNC:1632
D:DiseaseID:3651,G:HGNC:8087
D:DiseaseID:9850,G:HGNC:10650
D:DiseaseID:3816,G:HGNC:2942
D:DiseaseID:2361,G:HGNC:2940
D:DiseaseID:2808,G:HGNC:2940
D:DiseaseID:4379,G:HGNC:4285
D:DiseaseID:3686,G:HGNC:4285
D:DiseaseID:3770,G:HGNC:4285
D:DiseaseID:3740,G:HGNC:9679
D:DiseaseID:2811,G:HGNC:9679
D:DiseaseID:3475,G:HGNC:1040
D:DiseaseID:3303,G:HGNC:2962
D:DiseaseID:3298,G:HGNC:2962
D:DiseaseID:6981,G:HGNC:6774
D:DiseaseID:1592,G:HGNC:6309
D:DiseaseID:3143,G:HGNC:6341
D:DiseaseID:1986,G:HGNC:12261
D:DiseaseID:697,G:HGNC:15979
D:DiseaseID:3184,G:HGNC:15979
D:DiseaseID:1675,G:HGNC:15979
D:DiseaseID:2079,G:HGNC:15979
D:DiseaseID:3093,G:HGNC:15979
D:DiseaseID:2242,G:HGNC:11100
D:DiseaseID:4158,G:HGNC:1077
D:DiseaseID:4171,G:HGNC:1077
D:DiseaseID:7884,G:HGNC:57
D:DiseaseID:7885,G:HGNC:57
D:DiseaseID:747,G:HGNC:57
D:DiseaseID:6983,G:HGNC:6278
D:DiseaseID:3450,G:HGNC:1041
D:DiseaseID:3329,G:HGNC:6259
D:DiseaseID:9850,G:HGNC:10656
D:DiseaseID:2418,G:HGNC:42
D:DiseaseID:2428,G:HGNC:42
D:DiseaseID:10176,G:HGNC:9987
D:DiseaseID:4331,G:HGNC:9688
D:DiseaseID:7338,G:HGNC:16268
D:DiseaseID:3984,G:HGNC:16268
D:DiseaseID:3804,G:HGNC:2180
D:DiseaseID:3959,G:HGNC:10468
D:DiseaseID:9850,G:HGNC:10655
D:DiseaseID:3025,G:HGNC:8858
D:DiseaseID:2528,G:HGNC:9119
D:DiseaseID:2433,G:HGNC:6769
D:DiseaseID:4328,G:HGNC:325
D:DiseaseID:4072,G:HGNC:12873
D:DiseaseID:1150,G:HGNC:6317
D:DiseaseID:1485,G:HGNC:13681
D:DiseaseID:12526,G:HGNC:13681
D:DiseaseID:3054,G:HGNC:8490
D:DiseaseID:4047,G:HGNC:327
D:DiseaseID:3875,G:HGNC:2226
D:DiseaseID:9171,G:HGNC:9045
D:DiseaseID:2240,G:HGNC:11110
D:DiseaseID:9850,G:HGNC:10654
D:DiseaseID:3487,G:HGNC:3097
D:DiseaseID:2395,G:HGNC:3097
D:DiseaseID:4371,G:HGNC:3097
D:DiseaseID:1013,G:HGNC:8604
D:DiseaseID:6373,G:HGNC:2548
D:DiseaseID:976,G:HGNC:7866
D:DiseaseID:984,G:HGNC:7866
D:DiseaseID:977,G:HGNC:7866
D:DiseaseID:4168,G:HGNC:7866
D:DiseaseID:1889,G:HGNC:7708
D:DiseaseID:2483,G:HGNC:3182
D:DiseaseID:2264,G:HGNC:3192
D:DiseaseID:3004,G:HGNC:3192
D:DiseaseID:7182,G:HGNC:1987
D:DiseaseID:3324,G:HGNC:1987
D:DiseaseID:2875,G:HGNC:6772
D:DiseaseID:2977,G:HGNC:11444
D:DiseaseID:3078,G:HGNC:2979
D:DiseaseID:2150,G:HGNC:4214
D:DiseaseID:2068,G:HGNC:4214
D:DiseaseID:790,G:HGNC:8104
D:DiseaseID:798,G:HGNC:6055
D:DiseaseID:2959,G:HGNC:5048
D:DiseaseID:3288,G:HGNC:9024
D:DiseaseID:2682,G:HGNC:1149
D:DiseaseID:3022,G:HGNC:8851
D:DiseaseID:7011,G:HGNC:2860
D:DiseaseID:4033,G:HGNC:17416
D:DiseaseID:3058,G:HGNC:17493
D:DiseaseID:3957,G:HGNC:6323
D:DiseaseID:4010,G:HGNC:11237
D:DiseaseID:2970,G:HGNC:4845
D:DiseaseID:4289,G:HGNC:9820
D:DiseaseID:6914,G:HGNC:1552
D:DiseaseID:536,G:HGNC:6460
D:DiseaseID:2793,G:HGNC:6460
D:DiseaseID:2686,G:HGNC:691
D:DiseaseID:3160,G:HGNC:3072
D:DiseaseID:4046,G:HGNC:4416
D:DiseaseID:3166,G:HGNC:9386
D:DiseaseID:3523,G:HGNC:9386
D:DiseaseID:7140,G:HGNC:4036
D:DiseaseID:4131,G:HGNC:2025
D:DiseaseID:4137,G:HGNC:2025
D:DiseaseID:2997,G:HGNC:4588
D:DiseaseID:2931,G:HGNC:7908
D:DiseaseID:7343,G:HGNC:3373
D:DiseaseID:2797,G:HGNC:6948
D:DiseaseID:1889,G:HGNC:7711
D:DiseaseID:8556,G:HGNC:7711
D:DiseaseID:919,G:HGNC:10683
D:DiseaseID:1890,G:HGNC:10683
D:DiseaseID:4184,G:HGNC:8788
D:DiseaseID:7896,G:HGNC:4061
D:DiseaseID:3460,G:HGNC:9006
D:DiseaseID:11089,G:HGNC:7652
D:DiseaseID:3111,G:HGNC:20774
D:DiseaseID:2094,G:HGNC:20774
D:DiseaseID:2685,G:HGNC:20772
D:DiseaseID:3202,G:HGNC:20772
D:DiseaseID:2952,G:HGNC:8028
D:DiseaseID:2250,G:HGNC:14677
D:DiseaseID:7156,G:HGNC:10964
D:DiseaseID:3057,G:HGNC:1744
D:DiseaseID:2449,G:HGNC:7045
